make_id,make_name,vehicle_type_id,vehicle_type_name,source_url,fetched_at_utc
4355,SALEEN,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4410,SOLECTRIA,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4451,YESTER YEAR AUTO,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4596,BXR,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4634,ENGINE CONNECTION,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4644,BLUECAR,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4764,MOSLER,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4767,PAGANI,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
4859,REVOLOGY,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5015,EMA,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5042,COSTIN SPORTS CAR,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5083,GENESIS,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5122,KARMA,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5208,MATRIX MOTOR COMPANY,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5367,ARMBRUSTER STAGEWAY,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5381,LUMEN,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5464,ASUNA,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5468,MERKUR,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5552,AVANTI,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5553,YUGO,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5554,PEUGEOT,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5555,STERLING MOTOR CAR,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5557,CONSULIER GTP,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5657,DATSUN,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5661,PININFARINA,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5760,VINTAGE AUTO,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5767,LONDONCOACH INC,2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
5848,MGS GRAND SPORT (MARDIKIAN),2,Passenger Car,https://vpic.nhtsa.dot.gov/api/vehicles/GetMakesForVehicleType/car?format=json,2026-09-14T03:26:22.042735+00:00
